Service Prefix,Action,Combined
appconfig,UntagResource,appconfig:UntagResource
appconfig,UpdateApplication,appconfig:UpdateApplication
appconfig,UpdateConfigurationProfile,appconfig:UpdateConfigurationProfile
appconfig,UpdateDeploymentStrategy,appconfig:UpdateDeploymentStrategy
appconfig,UpdateEnvironment,appconfig:UpdateEnvironment
appconfig,UpdateExtension,appconfig:UpdateExtension
appconfig,UpdateExtensionAssociation,appconfig:UpdateExtensionAssociation
appconfig,ValidateConfiguration,appconfig:ValidateConfiguration
appflow,CreateConnectorProfile,appflow:CreateConnectorProfile
appflow,CreateFlow,appflow:CreateFlow
appflow,DeleteConnectorProfile,appflow:DeleteConnectorProfile
appflow,DeleteFlow,appflow:DeleteFlow
appflow,DescribeConnector,appflow:DescribeConnector
appflow,DescribeConnectorEntity,appflow:DescribeConnectorEntity
appflow,DescribeConnectorFields,appflow:DescribeConnectorFields
appflow,DescribeConnectorProfiles,appflow:DescribeConnectorProfiles
appflow,DescribeConnectors,appflow:DescribeConnectors
appflow,DescribeFlow,appflow:DescribeFlow
appflow,DescribeFlowExecution,appflow:DescribeFlowExecution
appflow,DescribeFlowExecutionRecords,appflow:DescribeFlowExecutionRecords
appflow,DescribeFlows,appflow:DescribeFlows
appflow,ListConnectorEntities,appflow:ListConnectorEntities
appflow,ListConnectorFields,appflow:ListConnectorFields
appflow,ListConnectors,appflow:ListConnectors
appflow,ListFlows,appflow:ListFlows
appflow,ListTagsForResource,appflow:ListTagsForResource
appflow,RegisterConnector,appflow:RegisterConnector
appflow,RunFlow,appflow:RunFlow
appflow,StartFlow,appflow:StartFlow
appflow,StopFlow,appflow:StopFlow
appflow,TagResource,appflow:TagResource
appflow,UnRegisterConnector,appflow:UnRegisterConnector
appflow,UntagResource,appflow:UntagResource
appflow,UpdateConnectorProfile,appflow:UpdateConnectorProfile
appflow,UpdateConnectorRegistration,appflow:UpdateConnectorRegistration
appflow,UpdateFlow,appflow:UpdateFlow
app-integrations,CreateDataIntegration,app-integrations:CreateDataIntegration
app-integrations,CreateDataIntegrationAssociation,app-integrations:CreateDataIntegrationAssociation
app-integrations,CreateEventIntegration,app-integrations:CreateEventIntegration
app-integrations,CreateEventIntegrationAssociation,app-integrations:CreateEventIntegrationAssociation
app-integrations,DeleteDataIntegration,app-integrations:DeleteDataIntegration
app-integrations,DeleteDataIntegrationAssociation,app-integrations:DeleteDataIntegrationAssociation
app-integrations,DeleteEventIntegration,app-integrations:DeleteEventIntegration
app-integrations,DeleteEventIntegrationAssociation,app-integrations:DeleteEventIntegrationAssociation
app-integrations,GetDataIntegration,app-integrations:GetDataIntegration
app-integrations,GetEventIntegration,app-integrations:GetEventIntegration
app-integrations,ListDataIntegrationAssociations,app-integrations:ListDataIntegrationAssociations
app-integrations,ListDataIntegrations,app-integrations:ListDataIntegrations
app-integrations,ListEventIntegrationAssociations,app-integrations:ListEventIntegrationAssociations
app-integrations,ListEventIntegrations,app-integrations:ListEventIntegrations
app-integrations,ListTagsForResource,app-integrations:ListTagsForResource
app-integrations,TagResource,app-integrations:TagResource
app-integrations,UntagResource,app-integrations:UntagResource
app-integrations,UpdateDataIntegration,app-integrations:UpdateDataIntegration
app-integrations,UpdateEventIntegration,app-integrations:UpdateEventIntegration
application-autoscaling,DeleteScalingPolicy,application-autoscaling:DeleteScalingPolicy
application-autoscaling,DeleteScheduledAction,application-autoscaling:DeleteScheduledAction
application-autoscaling,DeregisterScalableTarget,application-autoscaling:DeregisterScalableTarget
application-autoscaling,DescribeScalableTargets,application-autoscaling:DescribeScalableTargets
application-autoscaling,DescribeScalingActivities,application-autoscaling:DescribeScalingActivities
application-autoscaling,DescribeScalingPolicies,application-autoscaling:DescribeScalingPolicies
application-autoscaling,DescribeScheduledActions,application-autoscaling:DescribeScheduledActions
application-autoscaling,ListTagsForResource,application-autoscaling:ListTagsForResource
application-autoscaling,PutScalingPolicy,application-autoscaling:PutScalingPolicy
application-autoscaling,PutScheduledAction,application-autoscaling:PutScheduledAction
application-autoscaling,RegisterScalableTarget,application-autoscaling:RegisterScalableTarget
application-autoscaling,TagResource,application-autoscaling:TagResource
application-autoscaling,UntagResource,application-autoscaling:UntagResource
application-cost-profiler,DeleteReportDefinition,application-cost-profiler:DeleteReportDefinition
application-cost-profiler,GetReportDefinition,application-cost-profiler:GetReportDefinition
application-cost-profiler,ImportApplicationUsage,application-cost-profiler:ImportApplicationUsage
application-cost-profiler,ListReportDefinitions,application-cost-profiler:ListReportDefinitions
application-cost-profiler,PutReportDefinition,application-cost-profiler:PutReportDefinition
application-cost-profiler,UpdateReportDefinition,application-cost-profiler:UpdateReportDefinition
arsenal,RegisterOnPremisesAgent,arsenal:RegisterOnPremisesAgent
discovery,AssociateConfigurationItemsToApplication,discovery:AssociateConfigurationItemsToApplication
discovery,BatchDeleteImportData,discovery:BatchDeleteImportData
discovery,CreateApplication,discovery:CreateApplication
discovery,CreateTags,discovery:CreateTags
discovery,DeleteApplications,discovery:DeleteApplications
discovery,DeleteTags,discovery:DeleteTags
discovery,DescribeAgents,discovery:DescribeAgents
discovery,DescribeConfigurations,discovery:DescribeConfigurations
discovery,DescribeContinuousExports,discovery:DescribeContinuousExports
discovery,DescribeExportConfigurations,discovery:DescribeExportConfigurations
discovery,DescribeExportTasks,discovery:DescribeExportTasks
discovery,DescribeImportTasks,discovery:DescribeImportTasks
discovery,DescribeTags,discovery:DescribeTags
discovery,DisassociateConfigurationItemsFromApplication,discovery:DisassociateConfigurationItemsFromApplication
discovery,ExportConfigurations,discovery:ExportConfigurations
discovery,GetDiscoverySummary,discovery:GetDiscoverySummary
discovery,GetNetworkConnectionGraph,discovery:GetNetworkConnectionGraph
discovery,ListConfigurations,discovery:ListConfigurations
discovery,ListServerNeighbors,discovery:ListServerNeighbors
discovery,StartContinuousExport,discovery:StartContinuousExport
discovery,StartDataCollectionByAgentIds,discovery:StartDataCollectionByAgentIds
discovery,StartExportTask,discovery:StartExportTask
discovery,StartImportTask,discovery:StartImportTask
discovery,StopContinuousExport,discovery:StopContinuousExport
discovery,StopDataCollectionByAgentIds,discovery:StopDataCollectionByAgentIds
discovery,UpdateApplication,discovery:UpdateApplication
mgn,ArchiveApplication,mgn:ArchiveApplication
mgn,ArchiveWave,mgn:ArchiveWave
mgn,AssociateApplications,mgn:AssociateApplications
mgn,WaveResource*,mgn:WaveResource*
mgn,AssociateSourceServers,mgn:AssociateSourceServers
mgn,SourceServerResource*,mgn:SourceServerResource*
mgn,BatchCreateVolumeSnapshotGroupForMgn,mgn:BatchCreateVolumeSnapshotGroupForMgn
mgn,BatchDeleteSnapshotRequestForMgn,mgn:BatchDeleteSnapshotRequestForMgn
mgn,ChangeServerLifeCycleState,mgn:ChangeServerLifeCycleState
mgn,CreateApplication,mgn:CreateApplication
mgn,CreateLaunchConfigurationTemplate,mgn:CreateLaunchConfigurationTemplate
mgn,CreateReplicationConfigurationTemplate,mgn:CreateReplicationConfigurationTemplate
mgn,CreateVcenterClientForMgn,mgn:CreateVcenterClientForMgn
mgn,CreateWave,mgn:CreateWave
mgn,DeleteApplication,mgn:DeleteApplication
mgn,DeleteJob,mgn:DeleteJob
mgn,DeleteLaunchConfigurationTemplate,mgn:DeleteLaunchConfigurationTemplate
mgn,DeleteReplicationConfigurationTemplate,mgn:DeleteReplicationConfigurationTemplate
mgn,DeleteSourceServer,mgn:DeleteSourceServer
mgn,DeleteVcenterClient,mgn:DeleteVcenterClient
mgn,DeleteWave,mgn:DeleteWave
mgn,DescribeJobLogItems,mgn:DescribeJobLogItems
mgn,DescribeJobs,mgn:DescribeJobs
mgn,DescribeLaunchConfigurationTemplates,mgn:DescribeLaunchConfigurationTemplates
mgn,DescribeReplicationConfigurationTemplates,mgn:DescribeReplicationConfigurationTemplates
mgn,DescribeReplicationServerAssociationsForMgn,mgn:DescribeReplicationServerAssociationsForMgn
mgn,DescribeSnapshotRequestsForMgn,mgn:DescribeSnapshotRequestsForMgn
mgn,DescribeSourceServers,mgn:DescribeSourceServers
mgn,DescribeVcenterClients,mgn:DescribeVcenterClients
mgn,DisassociateApplications,mgn:DisassociateApplications
mgn,WaveResource*,mgn:WaveResource*
mgn,DisassociateSourceServers,mgn:DisassociateSourceServers
mgn,SourceServerResource*,mgn:SourceServerResource*
mgn,DisconnectFromService,mgn:DisconnectFromService
mgn,FinalizeCutover,mgn:FinalizeCutover
mgn,GetAgentCommandForMgn,mgn:GetAgentCommandForMgn
mgn,GetAgentConfirmedResumeInfoForMgn,mgn:GetAgentConfirmedResumeInfoForMgn
mgn,GetAgentInstallationAssetsForMgn,mgn:GetAgentInstallationAssetsForMgn
mgn,GetAgentReplicationInfoForMgn,mgn:GetAgentReplicationInfoForMgn
mgn,GetAgentRuntimeConfigurationForMgn,mgn:GetAgentRuntimeConfigurationForMgn
mgn,GetAgentSnapshotCreditsForMgn,mgn:GetAgentSnapshotCreditsForMgn
mgn,GetChannelCommandsForMgn,mgn:GetChannelCommandsForMgn
mgn,GetLaunchConfiguration,mgn:GetLaunchConfiguration
mgn,GetReplicationConfiguration,mgn:GetReplicationConfiguration
mgn,GetVcenterClientCommandsForMgn,mgn:GetVcenterClientCommandsForMgn
mgn,InitializeService,mgn:InitializeService
mgn,IssueClientCertificateForMgn,mgn:IssueClientCertificateForMgn
mgn,ListApplications,mgn:ListApplications
mgn,ListExportErrors,mgn:ListExportErrors
mgn,ListExports,mgn:ListExports
mgn,ListImportErrors,mgn:ListImportErrors
mgn,ListImports,mgn:ListImports
mgn,ListSourceServerActions,mgn:ListSourceServerActions
mgn,ListTagsForResource,mgn:ListTagsForResource
mgn,ListTemplateActions,mgn:ListTemplateActions
mgn,ListWaves,mgn:ListWaves
mgn,MarkAsArchived,mgn:MarkAsArchived
mgn,NotifyAgentAuthenticationForMgn,mgn:NotifyAgentAuthenticationForMgn
mgn,NotifyAgentConnectedForMgn,mgn:NotifyAgentConnectedForMgn
mgn,NotifyAgentDisconnectedForMgn,mgn:NotifyAgentDisconnectedForMgn
mgn,NotifyAgentReplicationProgressForMgn,mgn:NotifyAgentReplicationProgressForMgn
mgn,NotifyVcenterClientStartedForMgn,mgn:NotifyVcenterClientStartedForMgn
mgn,PutSourceServerAction,mgn:PutSourceServerAction
mgn,PutTemplateAction,mgn:PutTemplateAction
mgn,RegisterAgentForMgn,mgn:RegisterAgentForMgn
mgn,RemoveSourceServerAction,mgn:RemoveSourceServerAction
mgn,RemoveTemplateAction,mgn:RemoveTemplateAction
mgn,RetryDataReplication,mgn:RetryDataReplication
mgn,SendAgentLogsForMgn,mgn:SendAgentLogsForMgn
mgn,SendAgentMetricsForMgn,mgn:SendAgentMetricsForMgn
mgn,SendChannelCommandResultForMgn,mgn:SendChannelCommandResultForMgn
mgn,SendClientLogsForMgn,mgn:SendClientLogsForMgn
mgn,SendClientMetricsForMgn,mgn:SendClientMetricsForMgn
mgn,SendVcenterClientCommandResultForMgn,mgn:SendVcenterClientCommandResultForMgn
mgn,SendVcenterClientLogsForMgn,mgn:SendVcenterClientLogsForMgn
mgn,SendVcenterClientMetricsForMgn,mgn:SendVcenterClientMetricsForMgn
mgn,StartCutover,mgn:StartCutover
mgn,StartExport,mgn:StartExport
mgn,StartImport,mgn:StartImport
mgn,StartReplication,mgn:StartReplication
mgn,StartTest,mgn:StartTest
mgn,TagResource,mgn:TagResource
mgn,JobResource,mgn:JobResource
mgn,LaunchConfigurationTemplateResource,mgn:LaunchConfigurationTemplateResource
mgn,ReplicationConfigurationTemplateResource,mgn:ReplicationConfigurationTemplateResource
mgn,SourceServerResource,mgn:SourceServerResource
mgn,VcenterClientResource,mgn:VcenterClientResource
mgn,WaveResource,mgn:WaveResource
mgn,TerminateTargetInstances,mgn:TerminateTargetInstances
mgn,UnarchiveApplication,mgn:UnarchiveApplication
mgn,UnarchiveWave,mgn:UnarchiveWave
mgn,UntagResource,mgn:UntagResource
mgn,JobResource,mgn:JobResource
mgn,LaunchConfigurationTemplateResource,mgn:LaunchConfigurationTemplateResource
mgn,ReplicationConfigurationTemplateResource,mgn:ReplicationConfigurationTemplateResource
mgn,SourceServerResource,mgn:SourceServerResource
mgn,VcenterClientResource,mgn:VcenterClientResource
mgn,WaveResource,mgn:WaveResource
mgn,UpdateAgentBacklogForMgn,mgn:UpdateAgentBacklogForMgn
mgn,UpdateAgentConversionInfoForMgn,mgn:UpdateAgentConversionInfoForMgn
mgn,UpdateAgentReplicationInfoForMgn,mgn:UpdateAgentReplicationInfoForMgn
mgn,UpdateAgentReplicationProcessStateForMgn,mgn:UpdateAgentReplicationProcessStateForMgn
mgn,UpdateAgentSourcePropertiesForMgn,mgn:UpdateAgentSourcePropertiesForMgn
mgn,UpdateApplication,mgn:UpdateApplication
mgn,UpdateLaunchConfiguration,mgn:UpdateLaunchConfiguration
mgn,UpdateLaunchConfigurationTemplate,mgn:UpdateLaunchConfigurationTemplate
mgn,UpdateReplicationConfiguration,mgn:UpdateReplicationConfiguration
mgn,UpdateReplicationConfigurationTemplate,mgn:UpdateReplicationConfigurationTemplate
mgn,UpdateSourceServerReplicationType,mgn:UpdateSourceServerReplicationType
mgn,UpdateWave,mgn:UpdateWave
mgn,VerifyClientRoleForMgn,mgn:VerifyClientRoleForMgn
appstream,AssociateApplicationFleet,appstream:AssociateApplicationFleet
appstream,AssociateApplicationToEntitlement,appstream:AssociateApplicationToEntitlement
appstream,AssociateFleet,appstream:AssociateFleet
appstream,BatchAssociateUserStack,appstream:BatchAssociateUserStack
appstream,BatchDisassociateUserStack,appstream:BatchDisassociateUserStack
appstream,CopyImage,appstream:CopyImage
appstream,CreateAppBlock,appstream:CreateAppBlock
appstream,CreateApplication,appstream:CreateApplication
appstream,CreateDirectoryConfig,appstream:CreateDirectoryConfig
appstream,CreateEntitlement,appstream:CreateEntitlement
appstream,CreateFleet,appstream:CreateFleet
appstream,CreateImageBuilder,appstream:CreateImageBuilder
appstream,CreateImageBuilderStreamingURL,appstream:CreateImageBuilderStreamingURL
appstream,CreateStack,appstream:CreateStack
appstream,CreateStreamingURL,appstream:CreateStreamingURL
appstream,CreateUpdatedImage,appstream:CreateUpdatedImage
appstream,CreateUsageReportSubscription,appstream:CreateUsageReportSubscription
appstream,CreateUser,appstream:CreateUser
appstream,DeleteAppBlock,appstream:DeleteAppBlock
appstream,DeleteApplication,appstream:DeleteApplication
appstream,DeleteDirectoryConfig,appstream:DeleteDirectoryConfig
appstream,DeleteEntitlement,appstream:DeleteEntitlement
appstream,DeleteFleet,appstream:DeleteFleet
appstream,DeleteImage,appstream:DeleteImage
appstream,DeleteImageBuilder,appstream:DeleteImageBuilder
appstream,DeleteImagePermissions,appstream:DeleteImagePermissions
appstream,DeleteStack,appstream:DeleteStack
appstream,DeleteUsageReportSubscription,appstream:DeleteUsageReportSubscription
appstream,DeleteUser,appstream:DeleteUser
appstream,DescribeAppBlocks,appstream:DescribeAppBlocks
appstream,DescribeApplicationFleetAssociations,appstream:DescribeApplicationFleetAssociations
appstream,DescribeApplications,appstream:DescribeApplications
appstream,DescribeDirectoryConfigs,appstream:DescribeDirectoryConfigs
appstream,DescribeEntitlements,appstream:DescribeEntitlements
appstream,DescribeFleets,appstream:DescribeFleets
appstream,DescribeImageBuilders,appstream:DescribeImageBuilders
appstream,DescribeImagePermissions,appstream:DescribeImagePermissions
appstream,DescribeImages,appstream:DescribeImages
appstream,DescribeSessions,appstream:DescribeSessions
appstream,DescribeStacks,appstream:DescribeStacks
appstream,DescribeUsageReportSubscriptions,appstream:DescribeUsageReportSubscriptions
appstream,DescribeUserStackAssociations,appstream:DescribeUserStackAssociations
appstream,DescribeUsers,appstream:DescribeUsers
appstream,DisableUser,appstream:DisableUser
appstream,DisassociateApplicationFleet,appstream:DisassociateApplicationFleet
appstream,DisassociateApplicationFromEntitlement,appstream:DisassociateApplicationFromEntitlement
appstream,DisassociateFleet,appstream:DisassociateFleet
appstream,EnableUser,appstream:EnableUser
appstream,ExpireSession,appstream:ExpireSession
appstream,ListAssociatedFleets,appstream:ListAssociatedFleets
appstream,ListAssociatedStacks,appstream:ListAssociatedStacks
appstream,ListEntitledApplications,appstream:ListEntitledApplications
appstream,ListTagsForResource,appstream:ListTagsForResource
appstream,StartFleet,appstream:StartFleet
appstream,StartImageBuilder,appstream:StartImageBuilder
appstream,StopFleet,appstream:StopFleet
appstream,StopImageBuilder,appstream:StopImageBuilder
appstream,TagResource,appstream:TagResource
appstream,UntagResource,appstream:UntagResource
appstream,UpdateApplication,appstream:UpdateApplication
appstream,UpdateDirectoryConfig,appstream:UpdateDirectoryConfig
appstream,UpdateEntitlement,appstream:UpdateEntitlement
appstream,UpdateFleet,appstream:UpdateFleet
appstream,UpdateImagePermissions,appstream:UpdateImagePermissions
appstream,UpdateStack,appstream:UpdateStack
appsync,AssociateApi,appsync:AssociateApi
appsync,CreateApiCache,appsync:CreateApiCache
appsync,CreateApiKey,appsync:CreateApiKey
appsync,CreateDataSource,appsync:CreateDataSource
appsync,CreateDomainName,appsync:CreateDomainName
appsync,CreateFunction,appsync:CreateFunction
appsync,CreateGraphqlApi,appsync:CreateGraphqlApi
appsync,CreateResolver,appsync:CreateResolver
appsync,CreateType,appsync:CreateType
appsync,DeleteApiCache,appsync:DeleteApiCache
appsync,DeleteApiKey,appsync:DeleteApiKey
appsync,DeleteDataSource,appsync:DeleteDataSource
appsync,DeleteDomainName,appsync:DeleteDomainName
